"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Junk Bay","JM3","2022-06-17","1","Surface Water","0.7","3.2","0.03","0.28","0.028","0.003","0.22","84","5.7","16","6.9","8","26.1","31.1"
"Junk Bay","JM3","2022-06-17","1","Middle Water","0.5","3.2","0.03","0.28","0.028","0.005","0.17","85","5.8","55","6","8","25.3","32.2"
"Junk Bay","JM3","2022-06-17","1","Bottom Water","0.4","3.8","0.03","0.23","0.016","0.006","0.12","71","4.9","32","6.5","7.9","24.7","33.7"
"Junk Bay","JM3","2022-07-08","1","Surface Water","0.7","2.6","0.04","0.56","0.1","<0.002","0.5","76","5.2","130","9.7","7.8","27.7","26.3"
"Junk Bay","JM3","2022-07-08","1","Middle Water","0.6","1.8","0.03","0.42","0.072","0.005","0.4","69","4.7","410","7","7.8","26.8","28.9"
"Junk Bay","JM3","2022-07-08","1","Bottom Water","0.1","4.1","0.03","0.3","0.026","0.009","0.25","41","2.8","130","9.9","7.7","25.4","33.1"
"Junk Bay","JM3","2022-08-11","1","Surface Water","1.2","2.3","0.02","0.2","0.039","0.004","0.13","76","5","11","7.1","7.5","27.9","29.1"
"Junk Bay","JM3","2022-08-11","1","Middle Water","1.3","2.5","0.03","0.17","0.039","0.004","0.11","70","4.7","6","6.6","7.6","27.8","29.5"
"Junk Bay","JM3","2022-08-11","1","Bottom Water","0.9","3.2","0.03","0.23","0.062","0.004","0.13","79","5.3","10","8.7","7.7","27.9","29.9"
"Junk Bay","JM3","2022-09-17","1","Surface Water","0.1","2.5","0.08","0.46","0.11","0.009","0.25","83","5.4","50","21.3","7.3","28.7","32.1"
"Junk Bay","JM3","2022-09-17","1","Middle Water","<0.1","3.8","0.08","0.39","0.094","0.014","0.22","71","4.6","46","19.8","7.3","28.2","32.4"
"Junk Bay","JM3","2022-09-17","1","Bottom Water","0.2","5","0.09","0.43","0.084","0.011","0.2","69","4.5","65","26.6","7.3","28","32.5"
"Junk Bay","JM3","2022-10-03","1","Surface Water","<0.1","2.5","0.08","0.41","0.092","0.009","0.2","72","4.7","6","4.3","7.9","28.7","32.4"
"Junk Bay","JM3","2022-10-03","1","Middle Water","<0.1","2.1","0.11","0.47","0.066","0.011","0.18","77","5","68","4.1","7.9","28.4","32.5"
"Junk Bay","JM3","2022-10-03","1","Bottom Water","0.5","5.9","0.08","0.33","0.071","0.011","0.17","79","5.2","61","4.3","7.9","28.4","32.5"
"Junk Bay","JM3","2022-11-07","1","Surface Water","0.5","3.3","0.07","0.82","0.021","0.016","0.22","69","4.9","41","48.5","7.2","23","33.1"
"Junk Bay","JM3","2022-11-07","1","Middle Water","0.3","3.3","0.08","0.79","0.014","0.021","0.23","88","6.3","90","49.5","7.2","23","33.1"
"Junk Bay","JM3","2022-11-07","1","Bottom Water","0.4","2.9","0.08","0.73","<0.005","0.017","0.19","90","6.4","51","62.4","7.2","22.9","33.1"
"Junk Bay","JM3","2022-12-03","1","Surface Water","<0.1","3.6","0.06","0.2","0.069","0.013","0.13","85","6","10","4.1","7.9","22.8","32.6"
"Junk Bay","JM3","2022-12-03","1","Middle Water","<0.1","10","0.06","0.18","0.069","0.017","0.13","82","5.8","16","4.2","7.9","22.8","32.7"
"Junk Bay","JM3","2022-12-03","1","Bottom Water","<0.1","5.3","0.06","0.2","0.069","0.018","0.13","86","6.1","14","4.1","8","22.8","32.7"
"Junk Bay","JM3","2023-01-15","1","Surface Water","0.3","1","0.09","0.84","0.086","0.013","0.26","84","6.5","140","0.6","7.3","18.6","32.5"
"Junk Bay","JM3","2023-01-15","1","Middle Water","0.3","8.6","0.08","0.81","0.087","0.025","0.28","86","6.7","110","1.2","7.3","18.4","32.6"
"Junk Bay","JM3","2023-01-15","1","Bottom Water","0.3","8.7","0.09","0.8","0.073","0.019","0.24","88","6.8","190","1.3","7.3","18.4","32.6"
"Junk Bay","JM3","2023-02-09","1","Surface Water","0.7","5","0.05","0.9","0.076","0.018","0.17","93","7.2","310","1.2","7.8","17.7","32.9"
"Junk Bay","JM3","2023-02-09","1","Middle Water","0.7","4.4","0.05","0.79","0.075","0.017","0.16","100","7.8","480","1.5","7.8","17.7","32.9"
"Junk Bay","JM3","2023-02-09","1","Bottom Water","0.3","3.8","0.05","0.74","0.062","0.017","0.14","100","7.8","310","2.8","7.8","17.7","33.1"
"Junk Bay","JM3","2023-03-02","1","Surface Water","0.4","1.4","0.05","0.53","0.061","0.015","0.16","95","7.2","1","0.5","7.2","19","33.5"
"Junk Bay","JM3","2023-03-02","1","Middle Water","0.4","2","0.05","0.62","0.058","0.015","0.15","93","7.1","8","1.7","7.2","18.8","33.5"
"Junk Bay","JM3","2023-03-02","1","Bottom Water","0.5","1.4","0.05","0.56","0.043","0.002","0.07","93","7.2","16","1.7","7.2","18.5","33.5"
"Junk Bay","JM3","2023-04-22","1","Surface Water","0.8","2.8","0.05","0.65","0.075","<0.002","0.12","83","5.9","44","2","7.1","23.2","33.3"
"Junk Bay","JM3","2023-04-22","1","Middle Water","<0.1","4","0.05","0.68","0.077","0.01","0.15","86","6.1","50","1.9","7.1","23.2","33.3"
"Junk Bay","JM3","2023-04-22","1","Bottom Water","0.2","6.1","0.04","0.84","0.058","0.005","0.12","88","6.2","22","3.3","7.1","23.1","33.7"
"Junk Bay","JM3","2023-05-08","1","Surface Water","0.4","3.5","0.05","0.66","0.12","0.016","0.24","69","4.8","120","1.9","7.4","24.4","33"
"Junk Bay","JM3","2023-05-08","1","Middle Water","0.3","9.3","0.05","0.55","0.11","0.016","0.22","83","5.7","85","2.1","7.4","24.4","33.4"
"Junk Bay","JM3","2023-05-08","1","Bottom Water","0.3","10","0.05","0.73","0.065","<0.002","0.14","86","6","54","2.2","7.4","24.3","33.6"
"Junk Bay","JM3","2023-06-05","1","Surface Water","0.8","3.4","0.07","0.93","0.022","<0.002","0.1","112","7.3","20","2.6","8.2","28.3","31.8"
"Junk Bay","JM3","2023-06-05","1","Middle Water","0.6","3.4","0.06","0.81","0.032","<0.002","0.12","156","10.3","110","2.8","8.1","27.7","32.1"
"Junk Bay","JM3","2023-06-05","1","Bottom Water","0.4","4.1","0.07","0.89","0.045","<0.002","0.15","176","11.6","62","2.8","8.1","27.5","32.1"
"Junk Bay","JM3","2023-07-03","1","Surface Water","0.8","2.5","0.05","0.72","0.077","0.007","0.32","109","7.5","160","2.9","7.9","26.1","30.2"
"Junk Bay","JM3","2023-07-03","1","Middle Water","0.7","2.8","0.05","0.85","0.077","0.005","0.31","152","10.5","190","2.8","7.9","25.6","30.7"
"Junk Bay","JM3","2023-07-03","1","Bottom Water","0.5","1.2","0.05","0.6","0.038","0.012","0.22","70","4.9","80","3.7","7.8","23.9","33.2"
"Junk Bay","JM3","2023-08-11","1","Surface Water","2.7","6","0.05","0.39","0.067","<0.002","0.22","105","7.2","520","16.1","8","26.5","29"
"Junk Bay","JM3","2023-08-11","1","Middle Water","0.6","4.5","0.05","0.3","0.032","0.012","0.18","105","7.1","50","14.6","7.9","25.9","31.4"
"Junk Bay","JM3","2023-08-11","1","Bottom Water","0.3","12","0.06","0.32","0.017","0.018","0.14","79","5.3","29","15","7.8","26","31.5"
"Junk Bay","JM3","2023-09-15","1","Surface Water","0.3","5.4","0.09","0.26","0.052","0.016","0.14","114","7.6","140","77.9","7.9","26.9","31.8"
"Junk Bay","JM3","2023-09-15","1","Middle Water","0.2","4.8","0.08","0.28","0.043","0.016","0.13","139","9.4","340","19.2","7.9","26.4","31.9"
"Junk Bay","JM3","2023-09-15","1","Bottom Water","0.3","5.8","0.07","0.16","0.012","0.007","0.06","74","5","110","10.2","7.9","26.5","32.2"
"Junk Bay","JM3","2023-10-04","1","Surface Water","0.4","8.1","0.06","0.25","0.08","0.01","0.13","105","6.7","13","3.6","7.8","30.2","31.8"
"Junk Bay","JM3","2023-10-04","1","Middle Water","0.3","8.6","0.06","0.28","0.077","0.013","0.12","65","4.1","31","4.7","7.9","29.5","32.2"
"Junk Bay","JM3","2023-10-04","1","Bottom Water","0.3","11","0.06","0.22","0.04","0.009","0.06","63","4","56","5.6","7.9","29.6","32.1"
"Junk Bay","JM3","2023-11-10","1","Surface Water","0.3","2.2","0.05","0.28","0.051","0.005","0.11","113","7.7","89","3.2","7.8","26","32.5"
"Junk Bay","JM3","2023-11-10","1","Middle Water","0.3","3.6","0.05","0.38","0.054","0.008","0.12","77","5.2","61","3.2","7.8","26","32.5"
"Junk Bay","JM3","2023-11-10","1","Bottom Water","0.2","4.8","0.05","0.29","0.047","0.004","0.1","77","5.2","22","3.7","7.8","26","32.5"
"Junk Bay","JM3","2023-12-14","1","Surface Water","0.7","3.6","0.08","0.32","0.045","0.01","0.15","104","7.4","47","3.5","8.1","23.1","32.8"
"Junk Bay","JM3","2023-12-14","1","Middle Water","0.8","4","0.1","0.4","0.05","0.011","0.15","89","6.3","80","4.4","8.1","23.2","33"
"Junk Bay","JM3","2023-12-14","1","Bottom Water","0.8","5.7","0.18","0.34","0.041","0.008","0.12","82","5.8","110","4","8.1","23.2","33"
"Junk Bay","JM3","2024-01-15","1","Surface Water","0.5","2.4","0.03","0.24","0.06","0.005","0.12","109","8.3","130","2.9","7.8","19.8","31.2"
"Junk Bay","JM3","2024-01-15","1","Middle Water","0.6","2.4","0.03","0.23","0.055","0.003","0.11","149","11.1","110","2.9","7.8","19.8","33.3"
"Junk Bay","JM3","2024-01-15","1","Bottom Water","0.5","2.1","0.03","0.26","0.04","0.004","0.08","110","8.2","51","2.9","7.8","19.8","33.3"
"Junk Bay","JM3","2024-02-03","1","Surface Water","0.4","1.3","0.04","0.25","0.06","0.012","0.12","76","5.7","33","0.4","8","19.2","33.9"
"Junk Bay","JM3","2024-02-03","1","Middle Water","0.5","1.8","0.04","0.22","0.053","<0.002","0.11","90","6.8","14","0.3","8","19.2","33.9"
"Junk Bay","JM3","2024-02-03","1","Bottom Water","0.2","1.6","0.04","0.24","0.052","<0.002","0.1","90","6.8","20","0.3","8","19.1","34"
"Junk Bay","JM3","2024-03-06","1","Surface Water","2","1.1","0.04","0.3","0.071","0.009","0.16","90","6.6","18","2.5","7.6","20.3","34"
"Junk Bay","JM3","2024-03-06","1","Middle Water","2","0.8","0.04","0.31","0.063","0.009","0.13","92","6.8","16","2.7","7.6","19.8","34.1"
"Junk Bay","JM3","2024-03-06","1","Bottom Water","1.9","1.2","0.04","0.23","0.051","0.006","0.1","93","6.9","140","2.6","7.6","19.8","34.2"
"Junk Bay","JM3","2024-04-11","1","Surface Water","0.5","2.5","0.05","0.25","0.032","0.005","0.09","94","6.5","3","2.5","7.6","23.8","33.5"
"Junk Bay","JM3","2024-04-11","1","Middle Water","0.4","2.6","0.05","0.26","0.037","0.005","0.09","76","5.4","14","2.4","7.6","23.5","33.6"
"Junk Bay","JM3","2024-04-11","1","Bottom Water","0.4","4.4","0.04","0.17","0.025","0.003","0.06","79","5.5","8","2.6","7.6","23.5","33.7"
"Junk Bay","JM3","2024-05-17","1","Surface Water","<0.1","5.3","0.05","0.19","0.014","<0.002","0.03","81","5.5","3","0.9","8.2","25.6","31.6"
"Junk Bay","JM3","2024-05-17","1","Middle Water","<0.1","1.9","0.06","0.22","0.013","<0.002","0.03","80","5.4","9","0.8","8.2","25.8","31.7"
"Junk Bay","JM3","2024-05-17","1","Bottom Water","<0.1","3.3","0.07","0.16","0.011","<0.002","0.02","80","5.5","13","2.3","8.2","25.7","31.8"
"Junk Bay","JM3","2024-06-21","1","Surface Water","2.9","6","0.06","0.59","0.036","<0.002","0.25","89","6","33","2.3","8.4","27.8","27.6"
"Junk Bay","JM3","2024-06-21","1","Middle Water","2.2","4.1","0.06","0.54","0.031","<0.002","0.18","128","8.6","130","1.8","8.2","26.4","31"
"Junk Bay","JM3","2024-06-21","1","Bottom Water","0.9","2.4","0.06","0.29","0.025","<0.002","0.12","113","7.6","70","0.9","8.1","26.3","32.1"
"Junk Bay","JM3","2024-07-04","1","Surface Water","1.9","6.8","0.06","0.61","0.018","<0.002","0.35","109","7.5","7","2.8","7.9","28.4","23.9"
"Junk Bay","JM3","2024-07-04","1","Middle Water","1.4","3.9","0.09","0.49","0.012","<0.002","0.21","126","8.7","66","3.1","7.3","27.5","25.3"
"Junk Bay","JM3","2024-07-04","1","Bottom Water","0.4","6.1","0.09","0.39","0.013","<0.002","0.21","114","7.8","110","3.5","7.3","27.4","26.6"
"Junk Bay","JM3","2024-08-05","1","Surface Water","1.9","2.8","0.07","0.44","0.051","0.022","0.15","129","8.7","10","3.9","8.2","26.4","31.4"
"Junk Bay","JM3","2024-08-05","1","Middle Water","1.5","4.8","0.07","0.47","0.025","<0.002","0.13","107","7.4","20","2.8","8","24.4","32.8"
"Junk Bay","JM3","2024-08-05","1","Bottom Water","0.3","1.6","0.08","0.44","0.012","0.01","0.16","55","3.8","47","3.8","8","23.3","33.9"
"Junk Bay","JM3","2024-09-14","1","Surface Water","1.1","4.4","0.1","0.41","0.18","0.011","0.26","98","6.3","11","0.1","8.1","29.6","31.2"
"Junk Bay","JM3","2024-09-14","1","Middle Water","1","5.2","0.11","0.32","0.072","0.003","0.14","96","6.2","7","0.8","8","29.4","31.3"
"Junk Bay","JM3","2024-09-14","1","Bottom Water","0.9","6.7","0.12","0.37","0.086","<0.002","0.16","81","5.2","9","5.2","7.9","29.2","31.5"
"Junk Bay","JM3","2024-10-07","1","Surface Water","0.4","4.2","0.17","0.27","0.075","0.007","0.14","93","6","25","3.4","7.8","28.7","32.3"
"Junk Bay","JM3","2024-10-07","1","Middle Water","0.3","5.1","0.2","0.27","0.062","0.009","0.13","68","4.4","53","5.1","7.8","28.7","32.4"
"Junk Bay","JM3","2024-10-07","1","Bottom Water","0.4","5.6","0.2","0.31","0.059","0.009","0.12","62","4","90","4.7","7.8","28.7","32.4"
"Junk Bay","JM3","2024-11-06","1","Surface Water","0.3","5.6","0.11","0.27","0.037","0.013","0.18","92","6.2","31","2.3","7.8","26.3","32.6"
"Junk Bay","JM3","2024-11-06","1","Middle Water","0.2","3.5","0.1","0.32","0.045","0.009","0.18","71","4.8","51","2.7","7.8","26.3","32.5"
"Junk Bay","JM3","2024-11-06","1","Bottom Water","0.2","3.4","0.11","0.33","0.023","0.006","0.15","62","4.2","94","3.2","7.8","26.2","32.5"
"Junk Bay","JM3","2024-12-10","1","Surface Water","0.3","4.3","0.05","0.41","0.09","0.014","0.25","97","7.1","13","2.5","7.8","21.9","31.7"
"Junk Bay","JM3","2024-12-10","1","Middle Water","0.3","3.4","0.05","0.41","0.097","0.002","0.24","92","6.7","20","3","7.8","21.8","31.8"
"Junk Bay","JM3","2024-12-10","1","Bottom Water","0.3","5.3","0.1","0.37","0.07","0.004","0.18","82","6","16","3.3","7.8","21.8","31.8"
"Junk Bay","JM4","1986-01-15","1","Surface Water","0.6","3","0.05","0.4","0.11","0.029","0.14","86","7","N/A","5.5","8.1","16.1","33.1"
"Junk Bay","JM4","1986-01-15","1","Bottom Water","0.8","3.5","0.05","0.44","0.119","0.029","0.15","85","6.8","N/A","7.4","8.1","16.1","33.1"
"Junk Bay","JM4","1986-02-17","1","Surface Water","1.1","4.5","0.04","0.29","0.027","0.01","0.05","92","7.6","N/A","4.1","8.2","15.1","33.3"
"Junk Bay","JM4","1986-02-17","1","Bottom Water","0.8","8.5","0.02","0.11","0.023","0.01","0.05","N/A","N/A","N/A","5.8","8.2","N/A","33.4"
"Junk Bay","JM4","1986-03-25","1","Surface Water","1.1","2.5","0.03","0.41","0.065","0.02","0.1","82","6.7","N/A","1.6","N/A","16.3","33.4"
"Junk Bay","JM4","1986-03-25","1","Bottom Water","1.3","1.5","0.03","0.4","0.03","0.01","0.06","85","6.9","N/A","2.2","N/A","16.5","33.1"
"Junk Bay","JM4","1986-04-11","1","Surface Water","0.9","4","0.13","1.15","0.139","0.029","0.19","77","5.7","3","2","8.2","20.5","33.7"
"Junk Bay","JM4","1986-04-11","1","Bottom Water","0.2","6","0.09","0.82","0.085","0.029","0.11","75","5.6","11","3.2","8.2","19.7","34"
"Junk Bay","JM4","1986-05-12","1","Surface Water","1","2","0.13","0.5","0.259","0.029","0.31","67","4.8","1200","2.9","8.1","24.7","32.3"
"Junk Bay","JM4","1986-05-12","1","Bottom Water","0.9","1.5","0.09","0.41","0.199","0.029","0.22","83","5.8","780","1.1","8.1","24.6","32.7"
"Junk Bay","JM4","1986-06-09","1","Surface Water","0.5","1.5","<0.02","0.26","0.026","<0.01","0.04","89","6.1","120","1.3","8.2","25.7","32.1"
"Junk Bay","JM4","1986-06-09","1","Bottom Water","0.6","3","0.02","0.26","0.033","<0.01","0.05","83","5.7","190","1.7","8.1","25.7","32.3"
"Junk Bay","JM4","1986-07-07","1","Surface Water","2.4","3.5","0.03","0.52","0.053","<0.01","0.12","94","6.4","2600","2.9","8.3","26.1","27.5"
"Junk Bay","JM4","1986-07-07","1","Middle Water","0.2","2.5","0.04","0.22","0.008","0.02","0.09","58","4.2","N/A","7.4","8.2","22","33.9"
"Junk Bay","JM4","1986-07-07","1","Bottom Water","0.4","2.5","0.03","0.21","0.005","0.02","0.08","59","4.3","420","6","8.2","22","34.1"
"Junk Bay","JM4","1986-08-04","1","Surface Water","1","2","0.02","0.52","0.037","<0.01","0.05","144","9.7","30","1","8.3","29.5","30.5"
"Junk Bay","JM4","1986-08-04","1","Middle Water","0.9","3","0.07","0.58","0.149","0.02","0.19","85","5.8","N/A","2.5","8.1","24.7","31.7"
"Junk Bay","JM4","1986-08-04","1","Bottom Water","1.3","8","0.09","0.78","0.087","0.02","0.13","72","5.3","500","8.5","8","22.8","32.1"
"Junk Bay","JM4","1986-09-01","1","Surface Water","1.3","3","0.05","0.69","0.22","0.039","0.26","65","4.2","1600","1.7","7.9","29.1","31.7"
"Junk Bay","JM4","1986-09-01","1","Middle Water","0.7","3","0.06","0.73","0.149","0.029","0.2","51","3.3","N/A","2.2","7.9","28.5","32.5"
"Junk Bay","JM4","1986-09-01","1","Bottom Water","0.6","3.5","0.05","0.36","0.119","<0.01","0.17","58","3.8","130","3.2","7.9","28.2","33.1"
"Junk Bay","JM4","1986-10-10","1","Surface Water","1.9","4.5","0.09","0.61","0.339","0.07","0.46","50","3.3","1000","4.4","8.1","27","32.8"
"Junk Bay","JM4","1986-10-10","1","Middle Water","1.6","6.5","0.07","0.52","0.32","0.05","0.38","47","3.1","N/A","4.4","8.1","26.9","32.9"
"Junk Bay","JM4","1986-10-10","1","Bottom Water","1.4","<0.5","0.07","0.6","0.32","0.039","0.38","55","3.6","1100","6","8.1","26.9","33"
"Junk Bay","JM4","1986-10-11","1","Surface Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1000","N/A","N/A","N/A","N/A"
"Junk Bay","JM4","1986-11-10","1","Surface Water","0.7","4.5","0.05","0.62","0.139","0.01","0.21","74","5.2","2000","6.7","8.2","23.5","33.4"
"Junk Bay","JM4","1986-11-10","1","Middle Water","0.6","2","0.04","0.5","0.139","0.02","0.2","74","5.2","N/A","9.3","8.2","23.4","33.4"
"Junk Bay","JM4","1986-11-10","1","Bottom Water","0.5","5","0.06","0.59","0.16","0.029","0.21","75","5.3","2900","8.8","8.2","23.3","33.4"
"Junk Bay","JM4","1986-12-08","1","Surface Water","0.9","2","0.06","0.46","0.082","0.02","0.22","77","5.9","1400","4.5","8.1","19.3","31.8"
"Junk Bay","JM4","1986-12-08","1","Middle Water","0.3","4.5","0.06","0.51","0.119","0.039","0.28","78","6","N/A","4.6","8.1","19.2","31.8"
"Junk Bay","JM4","1986-12-08","1","Bottom Water","0.3","5","0.05","0.81","0.11","0.039","0.24","78","6","800","7.6","8","19.3","31.7"
"Junk Bay","JM4","1987-01-09","1","Surface Water","0.2","1","0.2","0.99","0.22","0.05","0.35","74","5.7","100","1.7","8","18.4","30.7"
"Junk Bay","JM4","1987-01-09","1","Middle Water","0.4","1.5","0.13","0.65","0.16","0.05","0.27","80","6.2","N/A","1.1","8","18","31.4"
"Junk Bay","JM4","1987-01-09","1","Bottom Water","0.4","1.5","0.04","0.84","0.149","0.039","0.27","87","6.8","280","1.7","8","17.9","31.5"
"Junk Bay","JM4","1987-02-09","1","Surface Water","1","40","0.06","0.41","0.098","<0.01","0.16","93","7.4","270","1.6","8.2","17","32.3"
"Junk Bay","JM4","1987-02-09","1","Middle Water","1","11","0.06","0.34","0.07","0.01","0.13","94","7.5","N/A","1.3","8.2","17.1","32.3"
"Junk Bay","JM4","1987-02-09","1","Bottom Water","1.1","2.5","<0.02","0.41","0.077","<0.01","0.13","95","7.6","150","1.9","8.2","17.1","32.4"
"Junk Bay","JM4","1987-03-09","1","Surface Water","0.4","4.5","0.12","0.45","0.36","0.07","0.45","66","4.9","190","1.4","7.8","19.7","32.5"
"Junk Bay","JM4","1987-03-09","1","Middle Water","0.5","3","0.14","0.47","0.3","0.05","0.35","65","5","N/A","2","7.8","19.3","33"
"Junk Bay","JM4","1987-03-09","1","Bottom Water","0.4","4.5","0.1","0.34","0.279","0.039","0.33","90","6.8","480","2.1","7.8","19.2","33.5"
"Junk Bay","JM4","1987-04-02","1","Surface Water","1.2","15","0.11","0.34","0.1","0.02","0.14","86","6.4","600","5.3","8","20.2","32.8"
"Junk Bay","JM4","1987-04-02","1","Middle Water","0.9","7","0.04","0.23","0.074","0.02","0.12","87","6.5","N/A","5","8.1","20.1","32.9"
"Junk Bay","JM4","1987-04-02","1","Bottom Water","0.7","9.5","0.06","0.25","0.036","0.01","0.07","90","6.8","260","9.9","8.1","20.1","32.8"
"Junk Bay","JM4","1987-05-08","1","Surface Water","0.9","2.5","0.14","0.65","0.13","0.024","0.17","77","5.7","550","1.2","7.9","22.8","32.7"
"Junk Bay","JM4","1987-05-08","1","Middle Water","0.6","4.5","0.14","0.46","0.11","0.022","0.15","74","5.3","N/A","1.5","7.9","22.6","32.9"
"Junk Bay","JM4","1987-05-08","1","Bottom Water","0.5","3.5","0.11","0.53","0.061","0.018","0.09","82","5.9","660","1.2","8","22.4","33"
"Junk Bay","JM4","1987-06-08","1","Surface Water","3.6","5","0.08","0.66","0.092","0.005","0.23","95","6.6","1800","2.6","8.2","24.9","27.8"
"Junk Bay","JM4","1987-06-08","1","Middle Water","0.6","4.5","0.08","0.25","0.047","0.016","0.12","59","4.2","N/A","3.3","7.9","23.5","33.8"
"Junk Bay","JM4","1987-06-08","1","Bottom Water","0.4","4","0.04","0.2","0.016","0.013","0.07","60","4.3","270","4.2","7.9","23.5","33.9"
"Junk Bay","JM4","1987-07-10","1","Surface Water","5.4","6.5","0.11","0.68","0.039","<0.005","0.12","135","8.9","9","2.4","8.6","28.7","27.2"
"Junk Bay","JM4","1987-07-10","1","Middle Water","2.6","6","0.09","0.66","0.073","0.008","0.17","63","4.3","N/A","2.9","8.2","26.3","29.2"
"Junk Bay","JM4","1987-07-10","1","Bottom Water","1.8","6.5","0.06","0.6","0.1","0.016","0.2","37","2.6","800","2.6","8.1","23.6","33.1"
"Junk Bay","JM4","1987-08-07","1","Surface Water","1.8","11","0.04","0.24","0.042","0.009","0.14","110","7.4","250","4","8.3","25.7","30.1"
"Junk Bay","JM4","1987-08-07","1","Middle Water","0.5","8.5","0.03","0.14","0.033","0.027","0.12","54","3.8","N/A","4.5","8.1","22","33.7"
"Junk Bay","JM4","1987-08-07","1","Bottom Water","0.4","16","0.07","0.2","0.017","0.025","0.1","56","3.9","360","7.9","8","21.6","34.2"
"Junk Bay","JM4","1987-09-07","1","Surface Water","1.7","2","0.04","0.79","0.007","<0.005","0.02","99","6.5","24","1.9","8.4","27.9","31"
"Junk Bay","JM4","1987-09-07","1","Middle Water","1.2","3","0.05","0.97","0.052","0.01","0.1","66","4.5","N/A","2.8","8.3","25.1","31.9"
"Junk Bay","JM4","1987-09-07","1","Bottom Water","0.7","3.5","0.06","0.86","0.081","0.021","0.16","52","3.6","2600","8","8.1","23.4","32.9"
"Junk Bay","JM4","1987-10-09","1","Surface Water","1.3","3","0.11","0.73","0.15","0.029","0.21","69","4.5","860","8.8","7.9","27.4","32.8"
"Junk Bay","JM4","1987-10-09","1","Middle Water","0.9","3.5","0.06","0.81","0.14","0.029","0.19","68","4.4","N/A","11.5","7.9","27.3","32.9"
"Junk Bay","JM4","1987-10-09","1","Bottom Water","1","2.5","0.08","0.74","0.13","0.025","0.18","76","5","800","13","7.9","27.2","33.1"
"Junk Bay","JM4","1987-11-05","1","Surface Water","0.4","4","0.06","0.46","0.12","0.02","0.18","84","5.7","190","6.2","8","24.6","33.4"
"Junk Bay","JM4","1987-11-05","1","Middle Water","0.5","4.5","0.02","0.36","0.12","0.02","0.19","84","5.8","N/A","6.5","8.1","24.6","33.1"
"Junk Bay","JM4","1987-11-05","1","Bottom Water","0.4","5","0.03","0.42","0.09","0.021","0.15","85","5.9","390","7.5","8.1","24.7","33.6"
"Junk Bay","JM4","1987-12-07","1","Surface Water","0.9","4.5","0.03","0.44","0.006","0.009","0.08","86","6.8","74","3.9","8.3","17.8","32.9"
"Junk Bay","JM4","1987-12-07","1","Middle Water","<0.1","5","0.07","0.56","0.025","0.029","0.11","85","6.7","N/A","4","8.3","17.6","33"
"Junk Bay","JM4","1987-12-07","1","Bottom Water","0.4","4.5","0.04","0.6","0.06","0.018","0.15","85","6.7","250","4.1","8.2","17.6","33"
"Junk Bay","JM4","1988-01-07","1","Surface Water","1.5","5.5","0.04","0.86","0.17","0.03","0.28","80","6.3","660","4.1","8.2","17.9","31.4"
"Junk Bay","JM4","1988-01-07","1","Middle Water","0.7","5","0.06","0.76","0.15","0.043","0.28","78","6.3","N/A","3.5","8.1","17.8","31.4"
"Junk Bay","JM4","1988-01-07","1","Bottom Water","0.8","6","0.07","0.72","0.15","0.029","0.25","81","6.5","810","3.9","8.2","17.7","31.5"
"Junk Bay","JM4","1988-02-08","1","Surface Water","1.3","5.5","0.08","0.71","0.11","0.052","0.21","88","6.9","300","2.5","8.1","17.6","32.8"
"Junk Bay","JM4","1988-02-08","1","Middle Water","0.9","5.5","0.07","0.57","0.083","0.049","0.16","89","7","1000","3.2","8.1","17.6","33"
"Junk Bay","JM4","1988-02-08","1","Bottom Water","0.4","8.5","0.06","0.37","0.059","0.015","0.13","92","7.2","690","5.7","8.1","17.6","33"
"Junk Bay","JM4","1988-03-07","1","Surface Water","1","4.5","0.08","0.63","0.12","0.026","0.23","75","6.3","180","1.9","8","14.9","31.9"
"Junk Bay","JM4","1988-03-07","1","Middle Water","1","10","0.39","1.21","0.055","0.022","0.16","79","6.5","610","3.3","8.1","14.9","32"
"Junk Bay","JM4","1988-03-07","1","Bottom Water","0.8","8.5","0.12","0.63","0.066","0.024","0.17","82","6.9","450","2.8","8.1","14.8","32"
"Junk Bay","JM4","1988-04-11","1","Surface Water","0.4","13.5","0.02","0.51","0.017","<0.005","0.05","95","7.5","30","7","8.2","16.7","32.6"
"Junk Bay","JM4","1988-04-11","1","Middle Water","0.1","2","0.04","0.51","0.035","0.005","0.07","96","7.6","80","7","8.2","16.7","32.7"
"Junk Bay","JM4","1988-04-11","1","Bottom Water","0.2","4","0.02","0.48","0.005","0.007","0.04","95","7.5","110","7.8","8.3","16.8","32.8"
"Junk Bay","JM4","1988-05-12","1","Surface Water","2","2","0.06","0.88","0.3","0.055","0.35","72","5","3500","3.8","8.1","23.5","33.1"
