"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Mirs Bay","MM5","2001-08-02","1","Middle Water","0.6","2.4","0.02","0.16","0.011","0.011","0.11","42","3","1","5.9","8.1","22.6","33.9"
"Mirs Bay","MM5","2001-08-02","1","Bottom Water","0.4","4.9","0.03","0.19","0.02","0.018","0.14","40","2.9","1","10.1","8.1","22.4","34"
"Mirs Bay","MM5","2001-09-27","1","Surface Water","0.2","1.1","<0.02","0.09","0.019","0.009","0.03","85","5.6","<1","10","7.9","27.3","32"
"Mirs Bay","MM5","2001-09-27","1","Middle Water","0.4","1","<0.02","0.1","0.016","0.008","0.03","95","6.3","<1","10","7.9","27.2","32.1"
"Mirs Bay","MM5","2001-09-27","1","Bottom Water","0.5","1.1","<0.02","0.08","0.016","0.006","0.02","94","6.2","<1","10.9","7.9","27.2","32.1"
"Mirs Bay","MM5","2001-10-15","1","Surface Water","0.6","<0.5","<0.02","0.12","<0.005","0.019","0.01","76","5","<1","5.3","8","27.7","31.4"
"Mirs Bay","MM5","2001-10-15","1","Middle Water","0.6","<0.5","0.02","0.16","0.008","0.012","0.01","91","6","<1","5.1","8","27.3","31.6"
"Mirs Bay","MM5","2001-10-15","1","Bottom Water","0.4","1.3","<0.02","0.14","0.011","0.003","0.02","91","6.1","<1","7.1","8","27.2","31.7"
"Mirs Bay","MM5","2001-11-12","1","Surface Water","0.2","4.2","<0.02","0.17","0.012","0.007","0.03","75","5.2","1","8.1","8.2","24.5","31.9"
"Mirs Bay","MM5","2001-11-12","1","Middle Water","0.4","5.1","<0.02","0.13","0.014","0.014","0.06","74","5.2","<1","9","8.2","24.3","31.9"
"Mirs Bay","MM5","2001-11-12","1","Bottom Water","0.4","7.2","<0.02","0.1","0.018","0.012","0.03","76","5.3","1","9.7","8.2","24.3","31.9"
"Mirs Bay","MM5","2001-12-06","1","Surface Water","0.6","2.1","<0.02","0.09","0.031","0.007","0.04","76","5.5","<1","5.5","8.3","21.7","32.1"
"Mirs Bay","MM5","2001-12-06","1","Middle Water","0.8","1.9","<0.02","0.11","0.008","0.012","0.02","79","5.7","<1","5.9","8.3","21.7","32.1"
"Mirs Bay","MM5","2001-12-06","1","Bottom Water","0.7","2.1","<0.02","0.1","0.009","0.017","0.01","79","5.8","<1","7.7","8.3","21.7","32.1"
"Mirs Bay","MM5","2002-01-30","1","Surface Water","0.8","1.1","<0.02","0.08","0.021","0.01","0.03","83","6.7","<1","7.9","8","16.2","33.2"
"Mirs Bay","MM5","2002-01-30","1","Middle Water","0.7","0.7","<0.02","0.11","0.024","0.005","0.04","96","7.8","<1","6.8","8","15.8","33.2"
"Mirs Bay","MM5","2002-01-30","1","Bottom Water","0.8","0.8","<0.02","0.12","0.022","0.011","0.03","96","7.7","<1","7","8","15.8","33.2"
"Mirs Bay","MM5","2002-02-27","1","Surface Water","<0.1","<0.5","<0.02","0.1","0.011","0.008","0.02","107","8.1","<1","4.9","8.3","19","32.6"
"Mirs Bay","MM5","2002-02-27","1","Middle Water","<0.1","<0.5","<0.02","0.08","0.015","0.015","0.02","104","8","<1","4.9","8.3","18.5","32.8"
"Mirs Bay","MM5","2002-02-27","1","Bottom Water","<0.1","1.7","<0.02","0.09","0.026","0.01","0.03","104","8","1","6.4","8.2","18.3","33.2"
"Mirs Bay","MM5","2002-03-13","1","Surface Water","0.5","0.8","<0.02","0.08","0.008","0.003","0.01","100","7.4","<1","4.6","8.1","20.2","32.8"
"Mirs Bay","MM5","2002-03-13","1","Middle Water","0.3","0.9","<0.02","0.07","0.007","<0.002","0.01","103","7.7","<1","4.7","8.1","20","33.1"
"Mirs Bay","MM5","2002-03-13","1","Bottom Water","0.3","4.6","<0.02","0.09","0.013","0.008","0.02","96","7.1","<1","7.5","8.1","20.4","33.9"
"Mirs Bay","MM5","2002-04-11","1","Surface Water","0.7","1.1","0.02","0.1","0.024","0.004","0.04","103","7.3","<1","4.9","8.2","22.5","33.3"
"Mirs Bay","MM5","2002-04-11","1","Middle Water","0.6","0.9","<0.02","0.09","0.021","0.013","0.03","103","7.3","1","4.9","8.2","22.5","33.3"
"Mirs Bay","MM5","2002-04-11","1","Bottom Water","0.4","1.7","<0.02","0.1","0.014","0.017","0.04","96","6.9","<1","5.9","8.2","22.1","33.9"
"Mirs Bay","MM5","2002-05-09","1","Surface Water","0.3","1","<0.02","0.07","0.008","0.012","0.01","90","6","<1","4.9","8.2","26.6","33.8"
"Mirs Bay","MM5","2002-05-09","1","Middle Water","0.4","1","<0.02","0.05","0.011","0.017","0.02","89","5.9","<1","4.8","8.2","26.6","33.8"
"Mirs Bay","MM5","2002-05-09","1","Bottom Water","0.5","2.3","<0.02","0.17","0.032","0.007","0.04","78","5.3","<1","6.6","8.1","25.1","33.7"
"Mirs Bay","MM5","2002-06-21","1","Surface Water","0.7","<0.5","<0.02","0.08","0.018","0.007","0.02","90","5.7","<1","5.1","8","29.4","32.8"
"Mirs Bay","MM5","2002-06-21","1","Middle Water","0.8","0.6","<0.02","0.08","0.013","0.006","0.02","77","5.2","<1","4.9","8.1","25.4","34.1"
"Mirs Bay","MM5","2002-06-21","1","Bottom Water","1.1","3.1","0.04","0.12","0.022","0.005","0.05","79","5.6","<1","8.1","8.1","22.9","34.3"
"Mirs Bay","MM5","2002-07-11","1","Surface Water","0.7","0.5","<0.02","0.09","0.008","0.002","0.05","101","6.6","<1","5.2","8","28.7","30.5"
"Mirs Bay","MM5","2002-07-11","1","Middle Water","0.8","<0.5","<0.02","0.08","0.014","<0.002","0.03","103","6.6","<1","5.1","8","28.9","32.2"
"Mirs Bay","MM5","2002-07-11","1","Bottom Water","1.7","8.9","<0.02","0.09","0.025","0.007","0.04","70","5","<1","16.2","8","22.8","34.3"
"Mirs Bay","MM5","2002-08-08","1","Surface Water","1.1","0.6","<0.02","0.13","0.012","0.004","0.03","90","5.9","<1","5.2","8.1","27.7","30"
"Mirs Bay","MM5","2002-08-08","1","Middle Water","1.4","0.7","<0.02","0.14","0.017","0.004","0.03","142","9.5","<1","5.4","8.1","27","31.1"
"Mirs Bay","MM5","2002-08-08","1","Bottom Water","0.9","7.3","0.03","0.25","0.018","0.012","0.14","82","5.7","<1","10.2","8.1","23.9","34.2"
"Mirs Bay","MM5","2002-09-27","1","Surface Water","1.3","1.4","<0.02","0.2","0.012","0.003","0.02","79","5.4","<1","3.1","8.6","26.3","29.4"
"Mirs Bay","MM5","2002-09-27","1","Middle Water","0.8","0.9","0.03","0.15","0.017","0.005","0.03","85","5.7","<1","3.1","8.5","26.4","30.5"
"Mirs Bay","MM5","2002-09-27","1","Bottom Water","0.5","1.1","0.02","0.25","0.012","0.01","0.11","75","5","<1","3.2","8.4","26.4","31.3"
"Mirs Bay","MM5","2002-10-16","1","Surface Water","0.4","0.6","<0.02","0.11","0.006","0.003","0.01","92","6.2","<1","5.7","8.3","27.1","31.4"
"Mirs Bay","MM5","2002-10-16","1","Middle Water","0.5","<0.5","<0.02","0.1","0.014","0.003","0.02","95","6.4","<1","5.7","8.3","26.9","31.6"
"Mirs Bay","MM5","2002-10-16","1","Bottom Water","0.8","3.8","0.03","0.21","0.015","0.011","0.08","75","4.9","<1","6.7","8.2","27.1","32.6"
"Mirs Bay","MM5","2002-11-14","1","Surface Water","0.8","<0.5","0.02","0.06","0.006","0.007","0.01","88","6.2","<1","12","8.2","23.7","32.6"
"Mirs Bay","MM5","2002-11-14","1","Middle Water","0.5","<0.5","<0.02","0.08","0.014","0.008","0.02","100","7","<1","11.6","8.2","23.2","33"
"Mirs Bay","MM5","2002-11-14","1","Bottom Water","0.6","<0.5","0.03","0.06","0.011","0.008","0.02","100","7","<1","14.1","8.1","23.2","33.4"
"Mirs Bay","MM5","2002-12-05","1","Surface Water","1","0.8","0.02","0.17","0.021","0.006","0.03","107","7.8","<1","10.7","8.2","21.5","33.4"
"Mirs Bay","MM5","2002-12-05","1","Middle Water","1","1.1","0.04","0.11","0.022","0.006","0.03","111","8.2","<1","11.1","8.2","20.9","33.6"
"Mirs Bay","MM5","2002-12-05","1","Bottom Water","1","1.2","0.03","0.1","0.012","0.005","0.03","108","7.9","<1","12.9","8.2","21","33.7"
"Mirs Bay","MM5","2003-01-09","1","Surface Water","0.7","2.8","0.04","0.2","0.009","0.007","0.04","90","7.1","<1","8","8","16.7","33"
"Mirs Bay","MM5","2003-01-09","1","Middle Water","1.1","2.3","0.03","0.19","0.009","0.006","0.02","85","6.7","<1","6.9","8","16.7","33.2"
"Mirs Bay","MM5","2003-01-09","1","Bottom Water","1","2.2","<0.02","0.1","0.013","0.006","0.02","84","6.7","<1","7","8","16.5","33.2"
"Mirs Bay","MM5","2003-02-24","1","Surface Water","1.1","0.5","<0.02","0.11","<0.005","0.004","0.01","87","6.7","1","5.4","8.3","18.6","32.6"
"Mirs Bay","MM5","2003-02-24","1","Middle Water","1.1","0.6","<0.02","0.05","<0.005","0.004","0.01","90","7","<1","5.1","8.3","18","32.6"
"Mirs Bay","MM5","2003-02-24","1","Bottom Water","1","1.4","<0.02","0.09","0.011","0.005","0.02","91","7.2","<1","6.1","8.3","17.4","32.7"
"Mirs Bay","MM5","2003-03-17","1","Surface Water","1","<0.5","<0.02","0.13","<0.005","0.006","0.01","59","4.5","<1","5.6","8.4","19.6","32.7"
"Mirs Bay","MM5","2003-03-17","1","Middle Water","0.8","<0.5","<0.02","0.11","<0.005","0.006","0.01","74","5.6","<1","5.1","8.4","18.9","33.3"
"Mirs Bay","MM5","2003-03-17","1","Bottom Water","0.9","2.7","<0.02","0.19","0.013","0.006","0.02","64","4.9","<1","7.9","8.4","18.5","33.6"
"Mirs Bay","MM5","2003-04-28","1","Surface Water","1","0.7","<0.02","0.08","<0.005","0.005","0.01","100","6.8","<1","6.1","8.5","25.2","33.5"
"Mirs Bay","MM5","2003-04-28","1","Middle Water","1.3","0.9","<0.02","0.05","<0.005","0.005","0.01","97","6.7","<1","5.9","8.5","23.7","34"
"Mirs Bay","MM5","2003-04-28","1","Bottom Water","1.3","0.8","<0.02","0.09","0.018","0.005","0.02","89","6.5","<1","6.9","8.4","20.8","33.6"
"Mirs Bay","MM5","2003-05-14","1","Surface Water","1.1","0.8","<0.02","0.08","0.005","0.003","0.01","99","6.5","<1","5.1","8.2","27.5","31.3"
"Mirs Bay","MM5","2003-05-14","1","Middle Water","2.7","0.7","<0.02","0.09","<0.005","0.004","0.01","98","6.6","<1","5.4","8.2","26.2","32.6"
"Mirs Bay","MM5","2003-05-14","1","Bottom Water","2.9","0.8","0.02","0.14","0.033","0.012","0.04","86","5.9","<1","5.5","8.1","24.4","33.7"
"Mirs Bay","MM5","2003-06-13","1","Surface Water","1.3","0.7","0.02","0.23","0.017","0.004","0.02","79","5.3","3","3.4","8.2","26.3","31.2"
"Mirs Bay","MM5","2003-06-13","1","Middle Water","0.8","<0.5","<0.02","0.13","0.01","0.007","0.04","83","5.5","<1","3","8.2","26.5","33.3"
"Mirs Bay","MM5","2003-06-13","1","Bottom Water","0.1","15","0.03","0.21","0.008","0.015","0.09","71","4.7","2","14.3","8.1","26.4","33.9"
"Mirs Bay","MM5","2003-07-10","1","Surface Water","0.8","<0.5","<0.02","0.1","0.01","0.004","0.01","89","5.7","<1","0.5","8.3","28.9","33.4"
"Mirs Bay","MM5","2003-07-10","1","Middle Water","0.4","1.5","<0.02","0.1","<0.005","0.006","0.01","77","5.4","<1","1.9","8.2","22.8","35"
"Mirs Bay","MM5","2003-07-10","1","Bottom Water","1","8.2","0.03","0.17","0.022","0.019","0.05","56","4","<1","6.4","8.1","21.9","35.1"
"Mirs Bay","MM5","2003-08-07","1","Surface Water","0.7","<0.5","<0.02","0.11","0.01","0.006","0.02","86","5.6","<1","3","8.3","28.5","32.8"
"Mirs Bay","MM5","2003-08-07","1","Middle Water","0.5","1.2","<0.02","0.1","0.017","0.008","0.03","69","4.6","<1","3.6","8.2","25.9","34.6"
"Mirs Bay","MM5","2003-08-07","1","Bottom Water","0.4","5.1","0.02","0.14","<0.005","0.014","0.1","61","4.1","<1","7.8","8.1","24.3","34.9"
"Mirs Bay","MM5","2003-09-08","1","Surface Water","0.5","0.6","<0.02","0.1","0.01","0.005","0.03","86","5.6","<1","6.4","8.2","27.8","32.8"
"Mirs Bay","MM5","2003-09-08","1","Middle Water","0.5","0.7","<0.02","0.13","0.01","0.004","0.03","95","6.2","<1","6.4","8.2","27.4","33"
"Mirs Bay","MM5","2003-09-08","1","Bottom Water","0.4","0.8","<0.02","0.12","0.006","0.006","0.05","85","5.6","<1","6.9","8.2","27.2","33.1"
"Mirs Bay","MM5","2003-10-09","1","Surface Water","0.7","2.3","<0.02","0.11","0.022","0.006","0.03","90","5.9","<1","6.8","8.2","28","32.3"
"Mirs Bay","MM5","2003-10-09","1","Middle Water","0.6","1.3","<0.02","0.12","0.023","0.006","0.03","86","5.6","<1","7.2","8.2","27.8","32.4"
"Mirs Bay","MM5","2003-10-09","1","Bottom Water","0.5","4.4","0.02","0.15","0.029","0.012","0.08","80","5.2","<1","9","8.1","27.8","32.8"
"Mirs Bay","MM5","2003-11-05","1","Surface Water","0.6","0.6","<0.02","0.07","0.016","0.007","0.02","80","5.4","<1","6.7","8.2","25.8","33"
"Mirs Bay","MM5","2003-11-05","1","Middle Water","0.6","0.9","<0.02","0.09","0.013","0.007","0.02","93","6.3","<1","6.7","8.2","25.8","33"
"Mirs Bay","MM5","2003-11-05","1","Bottom Water","0.5","10","0.02","0.11","0.017","0.01","0.05","92","6.2","<1","8.2","8.1","25.7","33.2"
"Mirs Bay","MM5","2003-12-11","1","Surface Water","0.8","3.4","0.02","0.09","0.015","0.006","0.02","77","5.7","<1","8.6","8.3","20.7","33.5"
"Mirs Bay","MM5","2003-12-11","1","Middle Water","0.8","3.4","0.02","0.09","0.031","0.008","0.04","91","6.7","<1","8.9","8.3","20.7","33.6"
"Mirs Bay","MM5","2003-12-11","1","Bottom Water","0.8","4.1","0.02","0.09","0.016","0.008","0.02","92","6.8","<1","8.9","8.3","20.7","33.6"
"Mirs Bay","MM5","2004-01-05","1","Surface Water","0.9","0.8","<0.02","0.11","0.015","0.008","0.02","103","7.9","<1","6.8","8.3","18.5","33.6"
"Mirs Bay","MM5","2004-01-05","1","Middle Water","1","1.4","<0.02","0.09","0.019","0.007","0.02","104","8","<1","7","8.3","18","33.6"
"Mirs Bay","MM5","2004-01-05","1","Bottom Water","1.3","3.2","0.02","0.11","0.016","0.007","0.02","102","7.9","<1","8.5","8.2","18","33.6"
"Mirs Bay","MM5","2004-02-02","1","Surface Water","0.9","1.2","<0.02","0.13","0.008","0.008","0.01","106","8.6","<1","6.4","8.1","15.8","33.6"
"Mirs Bay","MM5","2004-02-02","1","Middle Water","0.8","2.1","<0.02","0.08","0.014","0.008","0.02","105","8.6","<1","6.8","8.1","15.3","33.5"
"Mirs Bay","MM5","2004-02-02","1","Bottom Water","0.9","2.6","0.02","0.12","0.02","0.008","0.02","94","7.7","<1","8","8","15.1","33.5"
"Mirs Bay","MM5","2004-03-05","1","Surface Water","0.9","1.7","0.02","0.08","0.02","0.01","0.03","93","7.6","<1","4.9","8","18.5","34"
"Mirs Bay","MM5","2004-03-05","1","Middle Water","0.5","2.6","<0.02","0.07","0.022","0.01","0.03","93","7.7","<1","5.4","8","18.3","34"
"Mirs Bay","MM5","2004-03-05","1","Bottom Water","1","6.1","0.02","0.09","0.014","0.008","0.02","92","7.7","<1","7.8","8","18.4","34"
"Mirs Bay","MM5","2004-04-15","1","Surface Water","1","0.9","<0.02","0.13","0.032","0.008","0.04","99","7.2","<1","6.4","8.3","21.5","33"
"Mirs Bay","MM5","2004-04-15","1","Middle Water","0.3","2.1","0.02","0.13","0.04","0.009","0.06","92","6.8","<1","6.4","8.2","20.6","33.7"
"Mirs Bay","MM5","2004-04-15","1","Bottom Water","0.3","6.1","0.03","0.2","0.049","0.011","0.09","82","6.1","<1","10.3","8.1","19.6","33.7"
"Mirs Bay","MM5","2004-05-07","1","Surface Water","0.5","<0.5","<0.02","0.08","0.018","0.008","0.03","85","5.8","<1","6.4","8.2","24.5","33.6"
"Mirs Bay","MM5","2004-05-07","1","Middle Water","0.3","<0.5","<0.02","0.06","0.016","0.008","0.02","94","6.5","<1","6.6","8.2","23.9","33.8"
"Mirs Bay","MM5","2004-05-07","1","Bottom Water","0.3","2.7","<0.02","0.09","0.029","0.008","0.04","91","6.4","<1","8.5","8.2","23.3","34.1"
"Mirs Bay","MM5","2004-06-04","1","Surface Water","1.3","<0.5","<0.02","0.12","0.032","0.005","0.06","107","6.9","<1","6.5","8.2","28.5","32.6"
"Mirs Bay","MM5","2004-06-04","1","Middle Water","1.2","0.6","0.02","0.1","0.034","0.005","0.05","109","7.1","<1","6.5","8.2","28.3","33"
"Mirs Bay","MM5","2004-06-04","1","Bottom Water","0.4","3.4","0.03","0.21","0.04","0.015","0.1","81","5.4","<1","10","8.1","26.1","33.8"
"Mirs Bay","MM5","2004-07-02","1","Surface Water","0.3","<0.5","0.02","0.07","0.015","0.008","0.02","87","5.4","<1","8.2","8.2","31.1","33.7"
"Mirs Bay","MM5","2004-07-02","1","Middle Water","0.3","<0.5","0.02","0.06","0.014","0.007","0.02","91","5.9","<1","6.5","8.1","27.3","35.3"
"Mirs Bay","MM5","2004-07-02","1","Bottom Water","0.7","7.8","0.03","0.12","0.019","0.011","0.04","87","6","<1","13","8","23.6","36.5"
"Mirs Bay","MM5","2004-08-02","1","Surface Water","2.9","1.6","<0.02","0.2","0.019","<0.002","0.02","112","7.2","<1","6.2","8.4","30","28.9"
"Mirs Bay","MM5","2004-08-02","1","Middle Water","0.9","0.6","<0.02","0.16","0.018","0.005","0.11","118","7.8","<1","7","8.2","27.4","31.1"
"Mirs Bay","MM5","2004-08-02","1","Bottom Water","0.7","16","0.04","0.23","0.018","0.018","0.16","97","6.8","1","17.1","7.9","23.1","34.6"
"Mirs Bay","MM5","2004-09-01","1","Surface Water","3.5","3.8","0.03","0.22","0.076","0.018","0.08","123","8.1","<1","8.5","8.5","28.1","31.2"
"Mirs Bay","MM5","2004-09-01","1","Middle Water","0.8","0.9","<0.02","0.14","0.067","0.009","0.07","122","8.3","<1","7.4","8","25.3","33.3"
"Mirs Bay","MM5","2004-09-01","1","Bottom Water","0.2","7","0.03","0.13","0.024","0.01","0.1","78","5.4","<1","12.1","7.9","22.9","34.6"
"Mirs Bay","MM5","2004-10-07","1","Surface Water","0.6","1.3","<0.02","0.12","0.029","0.006","0.04","83","5.5","<1","7.4","8.3","27.1","32.6"
"Mirs Bay","MM5","2004-10-07","1","Middle Water","0.5","1.7","<0.02","0.12","0.024","0.005","0.04","84","5.5","<1","7.8","8.3","26.9","32.6"
"Mirs Bay","MM5","2004-10-07","1","Bottom Water","0.5","2.3","<0.02","0.12","0.025","0.005","0.04","82","5.5","<1","8.3","8.2","26.9","32.6"
"Mirs Bay","MM5","2004-11-24","1","Surface Water","0.6","0.6","<0.02","0.11","0.016","0.004","0.02","96","6.8","<1","6.6","8.2","23.1","33.2"
"Mirs Bay","MM5","2004-11-24","1","Middle Water","0.1","67","<0.02","0.11","0.017","0.004","0.02","97","6.8","<1","6.8","8.2","23.1","33.2"
"Mirs Bay","MM5","2004-11-24","1","Bottom Water","<0.1","1.3","<0.02","0.13","0.021","0.005","0.03","95","6.7","<1","8.3","8.2","23.1","33.2"
"Mirs Bay","MM5","2004-12-06","1","Surface Water","0.6","<0.5","<0.02","0.12","0.009","0.006","0.04","98","7.1","<1","8","8.2","21.9","33.2"
"Mirs Bay","MM5","2004-12-06","1","Middle Water","0.6","4.2","0.02","0.17","0.009","0.006","0.05","93","6.8","<1","9.5","8.1","21.5","33.4"
"Mirs Bay","MM5","2004-12-06","1","Bottom Water","0.5","19","<0.02","0.13","0.009","0.006","0.04","96","7","1","18.1","8.1","21.5","33.3"
"Mirs Bay","MM5","2005-01-13","1","Surface Water","0.5","1.8","<0.02","0.19","0.027","0.006","0.03","90","7.1","<1","8.2","8.3","16.8","33.1"
"Mirs Bay","MM5","2005-01-13","1","Middle Water","1.1","2.2","<0.02","0.14","0.024","0.006","0.03","96","7.6","<1","7.8","8.3","16.8","33.2"
"Mirs Bay","MM5","2005-01-13","1","Bottom Water","1.3","79","0.03","0.17","0.024","0.005","0.03","96","7.6","<1","7.9","8.3","16.8","33.2"
"Mirs Bay","MM5","2005-02-24","1","Surface Water","0.9","1.4","0.02","0.27","0.06","0.01","0.15","91","7.4","<1","6.9","8.2","15.8","32.6"
"Mirs Bay","MM5","2005-02-24","1","Middle Water","0.4","1","<0.02","0.19","0.022","0.008","0.11","91","7.4","<1","6.8","8.2","15.7","32.7"
"Mirs Bay","MM5","2005-02-24","1","Bottom Water","0.4","2.8","<0.02","0.2","0.021","0.009","0.11","90","7.3","<1","8.6","8.2","15.9","32.7"
"Mirs Bay","MM5","2005-03-10","1","Surface Water","1.1","1.2","0.03","0.24","0.044","0.006","0.09","108","8.7","<1","6.9","8.2","16","32.7"
"Mirs Bay","MM5","2005-03-10","1","Middle Water","0.7","0.8","<0.02","0.19","0.023","0.005","0.1","107","8.7","<1","6.8","8.2","15.6","32.9"
"Mirs Bay","MM5","2005-03-10","1","Bottom Water","0.7","4.9","<0.02","0.22","0.011","0.007","0.12","107","8.7","<1","10.4","8.1","15.2","33"
"Mirs Bay","MM5","2005-04-14","1","Surface Water","0.6","2.4","<0.02","0.13","0.018","0.005","0.03","97","7.3","<1","4.3","8.3","19.2","33.1"
"Mirs Bay","MM5","2005-04-14","1","Middle Water","0.7","<0.5","<0.02","0.13","0.014","0.004","0.02","96","7.3","<1","7.7","8.4","18.9","33.2"
"Mirs Bay","MM5","2005-04-14","1","Bottom Water","0.3","3","<0.02","0.16","0.023","0.005","0.03","86","6.5","<1","5.3","8.3","19.4","33.8"
"Mirs Bay","MM5","2005-05-11","1","Surface Water","1.3","0.8","0.02","0.14","0.022","0.005","0.05","91","6.3","<1","4.7","8.3","24.3","32.6"
"Mirs Bay","MM5","2005-05-11","1","Middle Water","1","0.6","<0.02","0.15","0.033","0.006","0.04","89","6.2","<1","4.3","8.3","24","33.1"
"Mirs Bay","MM5","2005-05-11","1","Bottom Water","0.7","3.7","0.02","0.14","0.051","0.007","0.07","62","4.4","<1","7.3","8.2","22.1","34.2"
"Mirs Bay","MM5","2005-06-13","1","Surface Water","0.5","0.5","0.02","0.21","0.025","0.003","0.09","92","6","<1","8.5","8.3","28","31.3"
"Mirs Bay","MM5","2005-06-13","1","Middle Water","0.6","0.9","0.02","0.18","0.021","0.003","0.09","98","6.6","<1","8.5","8.3","26.7","32.2"
"Mirs Bay","MM5","2005-06-13","1","Bottom Water","0.4","1.9","0.02","0.13","0.034","0.004","0.06","87","5.8","<1","9.3","8.3","26.3","32.8"
"Mirs Bay","MM5","2005-07-13","1","Surface Water","1.4","1.8","<0.02","0.21","0.03","0.003","0.04","97","6.3","<1","9.1","8.8","30.1","27"
"Mirs Bay","MM5","2005-07-13","1","Middle Water","0.3","2.6","<0.02","0.13","0.018","0.006","0.08","62","4.4","<1","9.9","8.2","22.1","34.3"
"Mirs Bay","MM5","2005-07-13","1","Bottom Water","0.1","5.8","<0.02","0.19","0.014","0.011","0.12","45","3.2","<1","13.8","8.2","21.7","34.5"
"Mirs Bay","MM5","2005-08-08","1","Surface Water","0.7","7","<0.02","0.15","0.013","0.005","0.02","93","6","<1","4.5","8.1","29.3","32.1"
"Mirs Bay","MM5","2005-08-08","1","Middle Water","1.1","1.7","<0.02","0.16","0.012","0.004","0.02","80","5.7","<1","4.7","8.2","22.6","34.2"
"Mirs Bay","MM5","2005-08-08","1","Bottom Water","0.4","7.3","<0.02","0.18","0.017","0.006","0.04","56","4","<1","8.2","8.2","21.7","34.5"
"Mirs Bay","MM5","2005-09-05","1","Surface Water","1.7","<0.5","<0.02","0.12","0.009","0.004","0.01","81","5.4","<1","4.8","8.5","27.6","31.7"
"Mirs Bay","MM5","2005-09-05","1","Middle Water","1.9","<0.5","<0.02","0.13","0.012","0.005","0.02","82","5.5","<1","4.4","8.5","26.8","32"
"Mirs Bay","MM5","2005-09-05","1","Bottom Water","1.6","1.8","0.03","0.27","0.011","0.019","0.16","50","3.5","<1","4.7","8.3","23","33.8"
"Mirs Bay","MM5","2005-10-12","1","Surface Water","0.6","1.2","0.02","0.1","0.014","0.005","0.02","106","6.9","<1","11.6","8.2","27.8","32.7"
"Mirs Bay","MM5","2005-10-12","1","Middle Water","0.6","1.2","<0.02","0.06","0.012","0.005","0.02","115","7.5","<1","8.4","8.2","27.6","32.7"
"Mirs Bay","MM5","2005-10-12","1","Bottom Water","0.5","0.6","<0.02","0.1","0.016","0.004","0.02","115","7.5","<1","10.2","8.1","27.7","33"
"Mirs Bay","MM5","2005-11-04","1","Surface Water","0.4","1.5","0.02","0.09","0.017","0.006","0.03","78","5.3","<1","9.7","8.1","25.5","32.8"
"Mirs Bay","MM5","2005-11-04","1","Middle Water","0.3","3.3","0.02","0.15","0.02","0.007","0.04","66","4.5","<1","10.3","8.1","25.3","32.9"
"Mirs Bay","MM5","2005-11-04","1","Bottom Water","0.3","8.4","0.02","0.16","0.019","0.008","0.06","65","4.4","<1","14.9","8.1","25.3","32.9"
"Mirs Bay","MM5","2005-12-05","1","Surface Water","0.3","3.2","<0.02","0.1","0.012","0.006","0.03","86","6.2","<1","9.4","8.1","22.1","33"
"Mirs Bay","MM5","2005-12-05","1","Middle Water","0.3","2.2","<0.02","0.11","0.012","0.006","0.03","96","6.9","<1","9.8","8.1","22.1","33.2"
"Mirs Bay","MM5","2005-12-05","1","Bottom Water","0.2","2.7","<0.02","0.11","0.012","0.007","0.03","98","7","<1","9.9","8.1","22.1","33.2"
"Mirs Bay","MM5","2006-01-12","1","Surface Water","<0.1","1.9","0.02","0.16","0.021","0.005","0.04","100","8","<1","10","8.3","16.8","32.7"
"Mirs Bay","MM5","2006-01-12","1","Middle Water","0.1","1.6","0.02","0.16","0.013","0.005","0.02","105","8.4","<1","8.1","8.3","16.2","32.8"
"Mirs Bay","MM5","2006-01-12","1","Bottom Water","0.2","2.2","0.03","0.16","0.024","0.004","0.03","105","8.4","<1","11.5","8.3","16.2","33"
"Mirs Bay","MM5","2006-02-09","1","Surface Water","0.4","4","<0.02","0.19","<0.005","0.008","0.09","101","8","<1","7.9","7.9","17.1","32.6"
"Mirs Bay","MM5","2006-02-09","1","Middle Water","0.6","4.8","<0.02","0.19","<0.005","0.008","0.09","108","8.5","<1","8","7.9","17","32.6"
"Mirs Bay","MM5","2006-02-09","1","Bottom Water","0.5","4","0.02","0.22","<0.005","0.008","0.09","110","8.7","<1","8","7.9","17.2","32.7"
"Mirs Bay","MM5","2006-03-02","1","Surface Water","0.7","1.4","<0.02","0.18","0.02","0.005","0.06","93","7.4","<1","7.5","8","16.9","32.5"
"Mirs Bay","MM5","2006-03-02","1","Middle Water","<0.1","1.3","<0.02","0.19","0.027","0.006","0.06","98","7.8","<1","7.3","8.1","16.8","32.5"
"Mirs Bay","MM5","2006-03-02","1","Bottom Water","1.1","1.9","<0.02","0.17","0.025","0.006","0.06","98","7.8","1","7.4","8.1","16.8","32.5"
"Mirs Bay","MM5","2006-04-07","1","Surface Water","0.6","<0.5","0.02","0.16","0.022","0.005","0.03","124","9","<1","6.9","8","21.5","32.8"
