"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Mirs Bay","MM1","1991-01-29","1","Surface Water","2","2.5","0.03","0.6","0.097","0.01","0.1","109","8.6","80","4.1","8.2","17.3","32.5"
"Mirs Bay","MM1","1991-01-29","1","Middle Water","2.1","1","0.03","0.78","0.11","0.01","0.11","114","9","270","3.8","8.2","17.3","32.5"
"Mirs Bay","MM1","1991-01-29","1","Bottom Water","2","1","0.03","0.69","0.09","0.005","0.1","103","8.1","250","3.7","8.2","17","32.6"
"Mirs Bay","MM1","1991-02-28","1","Surface Water","2.1","2","0.05","1.43","0.016","0.021","0.05","152","12.9","3","3.7","8.2","18.3","32.3"
"Mirs Bay","MM1","1991-02-28","1","Middle Water","1.5","16","0.05","1.42","0.068","0.012","0.09","106","9.1","4","10","8.1","18.1","32.4"
"Mirs Bay","MM1","1991-02-28","1","Bottom Water","1.8","2","0.06","1.43","0.09","0.01","0.12","97","8.3","1","6","8.2","17.7","32.7"
"Mirs Bay","MM1","1991-03-26","1","Surface Water","1.3","0.5","0.06","0.81","0.15","0.028","0.19","98","7.7","8","3","8.2","21.5","32.1"
"Mirs Bay","MM1","1991-03-26","1","Middle Water","0.7","<0.5","0.04","0.62","0.066","0.016","0.09","88","7.1","2","3.5","8.2","20.7","32.2"
"Mirs Bay","MM1","1991-03-26","1","Bottom Water","0.6","7.5","0.05","0.59","0.082","0.015","0.11","68","5.6","1","8.2","8.1","19.5","32.7"
"Mirs Bay","MM1","1991-05-09","1","Surface Water","2.7","2","0.08","0.79","0.295","0.043","0.36","100","7.4","14","3.1","8","24.4","32"
"Mirs Bay","MM1","1991-05-09","1","Middle Water","0.7","2.5","0.04","0.43","0.085","0.011","0.09","102","7.5","9","2.8","8.1","24.2","32.7"
"Mirs Bay","MM1","1991-05-09","1","Bottom Water","0.9","2","0.04","0.37","0.061","0.007","0.07","93","7","10","3.3","8.1","23.5","32.9"
"Mirs Bay","MM1","1991-07-17","1","Surface Water","5","5","0.09","0.53","0.489","0.008","0.5","142","9.4","2","4.6","8.5","27.7","30.1"
"Mirs Bay","MM1","1991-07-17","1","Middle Water","3.3","3.5","0.08","0.61","0.475","0.006","0.48","76","5.1","4","3.5","8.5","26.5","30.7"
"Mirs Bay","MM1","1991-07-17","1","Bottom Water","1.6","1.5","0.07","0.63","0.551","0.007","0.56","65","4.4","5","2.4","8.3","26.6","30.8"
"Mirs Bay","MM1","1991-09-12","1","Surface Water","1.8","2.5","0.18","0.29","<0.005","0.02","0.01","149","9.9","1","3.1","8.3","27.6","30.9"
"Mirs Bay","MM1","1991-09-12","1","Middle Water","0.8","1","0.12","0.23","<0.005","0.009","0.02","105","7.1","1","1.5","8.2","26.2","31.4"
"Mirs Bay","MM1","1991-09-12","1","Bottom Water","0.5","16","0.19","0.36","0.05","0.027","0.09","55","3.8","3","9.6","8","25.3","31.5"
"Mirs Bay","MM1","1991-11-07","1","Surface Water","2","3","0.12","0.54","0.144","0.031","0.17","119","8.8","110","2.2","8.1","24.3","31.8"
"Mirs Bay","MM1","1991-11-07","1","Middle Water","0.7","9.5","0.13","0.75","0.087","0.012","0.16","100","7.5","70","5.9","8.1","23.6","33"
"Mirs Bay","MM1","1991-11-07","1","Bottom Water","1","6","0.12","0.63","0.107","0.015","0.12","89","6.7","320","4.2","8.1","23.5","33"
"Mirs Bay","MM1","1992-01-15","1","Surface Water","1.8","2","0.2","0.34","0.208","0.054","0.29","95","8.4","6","7.9","8.1","11.4","31.8"
"Mirs Bay","MM1","1992-01-15","1","Middle Water","1.8","1.5","0.1","0.34","0.178","0.011","0.23","92","8.2","68","7","8.1","11.1","31.7"
"Mirs Bay","MM1","1992-01-15","1","Bottom Water","1.4","3.5","0.1","0.36","0.161","0.006","0.22","86","7.6","68","7.2","8.1","11.1","31.7"
"Mirs Bay","MM1","1992-05-26","1","Surface Water","5.2","1.5","0.13","0.51","0.113","0.015","0.12","138","9.1","21","1.4","8.5","26.7","N/A"
"Mirs Bay","MM1","1992-05-26","1","Middle Water","2.8","2","0.05","0.42","0.065","0.008","0.07","115","7.8","34","1","8.4","25.1","N/A"
"Mirs Bay","MM1","1992-05-26","1","Bottom Water","1.5","4.5","0.05","0.43","0.075","0.005","0.09","40","3","3","2.7","7.9","24.1","N/A"
"Mirs Bay","MM1","1992-07-09","1","Surface Water","1.6","2","0.11","0.18","0.083","0.02","0.09","123","8.5","3","2.1","8.1","27.9","20.7"
"Mirs Bay","MM1","1992-07-09","1","Middle Water","2","2.5","0.11","0.2","0.097","0.026","0.1","109","7.5","4","1.8","8.2","27.2","20.9"
"Mirs Bay","MM1","1992-07-09","1","Bottom Water","1.8","4","0.1","0.3","0.087","0.021","0.09","29","2.1","50","2.5","8.1","26.3","21.9"
"Mirs Bay","MM1","1992-09-10","1","Surface Water","3.4","1","0.04","0.27","0.086","0.032","0.11","143","9.4","1","3","8.5","28.5","30.4"
"Mirs Bay","MM1","1992-09-10","1","Middle Water","2.7","4.5","0.09","0.22","0.054","0.031","0.07","116","7.7","6","3.1","8.2","28","31.7"
"Mirs Bay","MM1","1992-09-10","1","Bottom Water","1.5","1.5","0.04","0.11","0.035","0.019","0.05","74","4.9","2","1.2","8.1","27.7","31.7"
"Mirs Bay","MM1","1992-11-19","1","Surface Water","3.9","2.5","0.17","0.72","0.131","0.035","0.16","118","8.5","45","3.5","8.2","22.5","32.9"
"Mirs Bay","MM1","1992-11-19","1","Middle Water","2","3","0.17","0.64","0.069","0.031","0.11","106","7.5","190","3.9","8.1","22.1","32.9"
"Mirs Bay","MM1","1992-11-19","1","Bottom Water","1.5","2.5","0.14","0.6","0.053","0.022","0.09","87","6.4","80","3.3","8.1","21.7","32.8"
"Mirs Bay","MM1","1993-01-14","1","Surface Water","3.8","3.5","0.15","1.12","0.375","0.057","0.39","128","9.6","700","5.1","8.2","19.9","32.7"
"Mirs Bay","MM1","1993-01-14","1","Middle Water","3.6","3","0.13","0.86","0.249","0.032","0.26","97","7.3","500","5.1","8.2","19.6","32.7"
"Mirs Bay","MM1","1993-01-14","1","Bottom Water","1.3","2.5","0.16","0.61","0.172","0.028","0.19","74","5.6","31","3.6","8.2","19.5","32.3"
"Mirs Bay","MM1","1993-03-19","1","Surface Water","1.5","13","0.07","0.66","0.283","0.034","0.36","85","6.5","400","3.9","8","18.5","32.9"
"Mirs Bay","MM1","1993-03-19","1","Middle Water","2","1.5","0.06","0.61","0.256","0.034","0.31","82","6.3","260","5.3","8","18.6","33"
"Mirs Bay","MM1","1993-03-19","1","Bottom Water","0.8","20","0.06","0.27","0.064","0.017","0.09","80","6.1","230","7","8","18.8","33.6"
"Mirs Bay","MM1","1993-05-18","1","Surface Water","2.4","6","0.24","0.45","0.072","0.014","0.22","104","7","6","3","8.2","28.7","30.5"
"Mirs Bay","MM1","1993-05-18","1","Middle Water","1.6","12","0.22","0.36","0.025","0.011","0.21","93","6.6","35","15.2","8.1","26.2","32.2"
"Mirs Bay","MM1","1993-05-18","1","Bottom Water","0.9","8.5","0.19","0.33","0.02","0.027","0.2","139","10.2","4","21.4","7.8","24.4","32.2"
"Mirs Bay","MM1","1993-07-19","1","Surface Water","2.3","3","0.2","0.56","0.26","0.042","0.29","102","6.7","170","5.3","8.4","30.1","27.1"
"Mirs Bay","MM1","1993-07-19","1","Middle Water","1.7","7","0.06","0.38","0.203","0.036","0.22","95","6.4","400","4.8","8.4","28.4","28.8"
"Mirs Bay","MM1","1993-07-19","1","Bottom Water","1.4","3.5","0.06","0.52","0.185","0.035","0.29","30","2.1","1400","77.3","8","25.6","33.3"
"Mirs Bay","MM1","1993-09-08","1","Surface Water","0.2","3","0.07","0.18","0.047","0.02","0.05","129","8.2","2","2.7","8.6","30.1","30.3"
"Mirs Bay","MM1","1993-09-08","1","Middle Water","0.2","3","0.05","0.19","0.052","0.02","0.06","116","7.4","3","2.1","8.5","29.6","30.9"
"Mirs Bay","MM1","1993-09-08","1","Bottom Water","<0.1","1.5","0.05","0.18","0.057","0.055","0.06","111","7.2","14","2.1","8.4","29.3","31.1"
"Mirs Bay","MM1","1993-11-30","1","Surface Water","1.2","4.3","0.06","0.73","0.064","0.021","0.09","116","8.5","90","2.9","8.2","21.2","31.8"
"Mirs Bay","MM1","1993-11-30","1","Middle Water","0.9","5.6","0.04","0.38","<0.005","0.016","0.02","118","8.7","15","2.8","8.2","20.8","32.4"
"Mirs Bay","MM1","1993-11-30","1","Bottom Water","0.5","11","0.04","0.8","<0.005","0.013","0.01","111","8.2","20","3.3","8.3","20.8","32.5"
"Mirs Bay","MM1","1994-01-27","1","Surface Water","5.5","10","0.07","0.98","0.084","0.018","0.1","152","12.2","50","2.7","8.8","16.7","31"
"Mirs Bay","MM1","1994-01-27","1","Bottom Water","5.7","3.3","0.09","0.75","0.117","0.021","0.13","156","12.9","550","2.3","8.7","16.5","27.6"
"Mirs Bay","MM1","1994-03-21","1","Surface Water","3.4","3","0.04","0.74","0.113","0.015","0.19","117","9.2","440","3.9","8.5","17.5","32.4"
"Mirs Bay","MM1","1994-03-21","1","Middle Water","1.6","2.5","0.03","0.5","0.071","0.012","0.1","116","9.1","350","3.5","8.5","17.5","32.5"
"Mirs Bay","MM1","1994-03-21","1","Bottom Water","0.9","3.1","0.03","0.34","0.057","0.012","0.07","110","8.7","70","3.9","8.5","17.3","32.5"
"Mirs Bay","MM1","1994-05-16","1","Surface Water","1.1","1.9","0.07","0.17","0.043","0.009","0.05","94","6.1","2","2.5","8.4","28.4","31.8"
"Mirs Bay","MM1","1994-05-16","1","Middle Water","1.2","2.9","0.08","0.16","0.047","0.011","0.05","92","6.2","7","2.1","8.4","26.9","31.9"
"Mirs Bay","MM1","1994-05-16","1","Bottom Water","1.3","6.9","0.09","0.15","0.061","0.017","0.07","44","3.1","2","5.6","8.1","23.6","33.2"
"Mirs Bay","MM1","1994-07-29","1","Surface Water","1.5","3","0.06","0.56","0.02","0.022","0.09","114","8.1","510","3.8","8.8","29.3","13.2"
"Mirs Bay","MM1","1994-07-29","1","Middle Water","1.4","2.4","0.07","0.47","0.021","0.021","0.08","107","7.6","1800","3.6","8.6","28.9","15.4"
"Mirs Bay","MM1","1994-07-29","1","Bottom Water","1.2","3.3","0.07","0.38","0.021","0.024","0.1","91","6.3","1500","4.8","8.5","28.5","20.4"
"Mirs Bay","MM1","1994-09-26","1","Surface Water","3.1","2.7","0.07","0.48","0.092","0.043","0.1","107","7","19","3.4","8.4","28.9","28"
"Mirs Bay","MM1","1994-09-26","1","Middle Water","1.6","2.1","0.05","0.3","0.102","0.029","0.11","108","7","39","2.5","8.4","28.6","29.8"
"Mirs Bay","MM1","1994-09-26","1","Bottom Water","1.2","1.4","0.05","0.29","0.04","0.027","0.05","94","6.1","100","4.7","8.2","28.2","31"
"Mirs Bay","MM1","1994-11-18","1","Surface Water","3.7","6.9","0.07","0.57","0.172","0.027","0.18","98","6.7","500","5.1","8.4","24.8","32"
"Mirs Bay","MM1","1994-11-18","1","Middle Water","0.6","6.9","0.05","0.51","0.171","0.002","0.18","91","6.3","200","4.4","8.3","24.4","32.3"
"Mirs Bay","MM1","1994-11-18","1","Bottom Water","0.3","15","0.06","0.54","0.166","0.029","0.17","86","6","140","2.9","8.4","24.4","32.2"
"Mirs Bay","MM1","1995-01-12","1","Surface Water","1.8","11","0.08","0.36","0.088","0.032","0.09","104","8","170","1.4","8.2","18.5","32.2"
"Mirs Bay","MM1","1995-01-12","1","Middle Water","1.2","9.2","0.06","0.21","0.072","0.027","0.08","106","8.2","77","0.7","8.2","18.4","32.6"
"Mirs Bay","MM1","1995-01-12","1","Bottom Water","1.3","9","0.05","0.28","0.067","0.032","0.07","104","8","60","2.2","8.2","18.3","33"
"Mirs Bay","MM1","1995-03-23","1","Surface Water","2.8","16","0.09","0.56","0.12","0.034","0.16","114","8.9","120","1.7","8.1","18.1","31.7"
"Mirs Bay","MM1","1995-03-23","1","Middle Water","3.4","18","0.09","0.75","0.13","0.03","0.14","117","9.1","280","1.6","8.2","18.3","31.5"
"Mirs Bay","MM1","1995-03-23","1","Bottom Water","3.8","18","0.1","1.11","0.12","0.028","0.13","113","9","100","29.4","8.1","17.2","31.8"
"Mirs Bay","MM1","1995-05-15","1","Surface Water","2.6","5.7","0.08","0.55","0.04","0.011","0.04","158","10.7","240","1.5","8.4","26.4","30.9"
"Mirs Bay","MM1","1995-05-15","1","Middle Water","2.1","6.8","0.06","0.5","0.041","0.014","0.05","173","11.8","160","1.5","8.3","25.5","31.3"
"Mirs Bay","MM1","1995-05-15","1","Bottom Water","0.8","3.7","0.04","0.35","0.024","0.014","0.03","131","9.1","12","9.5","8.1","24.2","32"
"Mirs Bay","MM1","1995-07-27","1","Surface Water","1.1","4","0.09","0.33","0.16","0.047","0.2","73","4.9","3100","2","8","26.9","30"
"Mirs Bay","MM1","1995-07-27","1","Middle Water","0.6","2.3","0.09","0.26","0.069","0.067","0.17","67","4.6","60","1","7.8","24.1","33.7"
"Mirs Bay","MM1","1995-07-27","1","Bottom Water","0.6","4.1","0.12","0.4","0.078","0.088","0.2","55","3.8","13","1.5","7.7","23.1","34.6"
"Mirs Bay","MM1","1995-09-25","1","Surface Water","3","4","0.05","0.28","<0.005","0.008","0.01","117","7.6","17","2.4","8.3","28.7","30.3"
"Mirs Bay","MM1","1995-09-25","1","Middle Water","2.3","8.6","0.06","0.15","0.009","0.009","0.01","115","7.5","17","2","8.2","28.4","31.3"
"Mirs Bay","MM1","1995-09-25","1","Bottom Water","2.3","5.9","0.06","0.19","0.015","0.009","0.02","116","7.5","5","4.2","8","28.1","31.9"
"Mirs Bay","MM1","1995-11-15","1","Surface Water","2.1","6.3","0.3","3.33","0.22","0.04","0.25","101","7.3","550","4.6","8.3","22.4","32"
"Mirs Bay","MM1","1995-11-15","1","Middle Water","1.4","8","0.25","0.23","0.17","0.018","0.2","101","7.3","950","4.9","8.3","22.2","32.5"
"Mirs Bay","MM1","1995-11-15","1","Bottom Water","0.7","7.2","0.15","0.2","0.088","0.007","0.12","101","7.2","1200","4.8","8.3","22.4","32.9"
"Mirs Bay","MM1","1996-01-26","1","Surface Water","1.8","1.6","0.1","0.39","0.11","0.012","0.13","78","6","140","3.3","8.3","18.4","33.6"
"Mirs Bay","MM1","1996-01-26","1","Middle Water","1.2","1.6","0.1","0.28","0.076","0.015","0.1","74","5.7","900","3.2","8.3","18.3","33.7"
"Mirs Bay","MM1","1996-01-26","1","Bottom Water","0.7","3","0.08","0.24","0.072","0.012","0.09","74","5.7","410","3.6","8.3","18.2","33.8"
"Mirs Bay","MM1","1996-03-25","1","Surface Water","1.2","2.6","0.11","0.65","0.39","0.038","0.44","84","6.2","1100","4.3","8","20.7","33.9"
"Mirs Bay","MM1","1996-03-25","1","Middle Water","0.4","2.1","0.05","0.27","0.041","0.011","0.05","74","5.6","3","4.3","8.1","18.9","34.2"
"Mirs Bay","MM1","1996-03-25","1","Bottom Water","0.3","4.5","0.05","0.27","0.1","0.018","0.12","83","6.3","120","6.2","8.1","18.8","34.2"
"Mirs Bay","MM1","1996-05-24","1","Surface Water","2.9","2.7","0.14","0.33","0.033","0.012","0.04","116","7.6","250","3.7","8.4","27.5","32.2"
"Mirs Bay","MM1","1996-05-24","1","Middle Water","2.3","3.2","0.09","0.17","0.033","0.01","0.04","118","7.9","300","3.9","8.4","26.4","32.7"
"Mirs Bay","MM1","1996-05-24","1","Bottom Water","2.1","2.6","0.1","0.26","0.059","0.014","0.06","111","7.6","90","4.8","8.3","25.2","33.1"
"Mirs Bay","MM1","1996-07-08","1","Surface Water","2.4","2.5","0.06","0.27","<0.005","0.012","0.02","150","9.5","1","1.7","8.3","31.7","28.1"
"Mirs Bay","MM1","1996-07-08","1","Middle Water","2.7","3.7","0.13","0.29","0.012","0.007","0.02","142","9.3","45","2.3","8.1","28.5","30.7"
"Mirs Bay","MM1","1996-07-08","1","Bottom Water","2","2.8","0.08","0.25","<0.005","0.012","0.01","97","6.6","90","3.5","7.7","24.7","33.8"
"Mirs Bay","MM1","1996-09-16","1","Surface Water","1.6","4.2","0.06","0.54","0.16","0.019","0.25","87","5.7","650","1.5","8.3","29.1","26.8"
"Mirs Bay","MM1","1996-09-16","1","Middle Water","0.8","3.1","0.05","0.28","0.085","0.01","0.12","85","5.6","240","1.4","8.3","29","27.7"
"Mirs Bay","MM1","1996-09-16","1","Bottom Water","0.7","3.4","0.06","0.26","0.023","0.007","0.04","83","5.5","40","6.6","8.2","28.8","28.2"
"Mirs Bay","MM1","1996-11-18","1","Surface Water","0.9","9.7","0.13","0.86","0.23","0.034","0.27","95","6.8","500","4","7.8","22.7","31.9"
"Mirs Bay","MM1","1996-11-18","1","Middle Water","0.9","9.7","0.12","0.74","0.22","0.037","0.26","84","6","1300","3.2","7.8","22.7","32.3"
"Mirs Bay","MM1","1996-11-18","1","Bottom Water","1","7.7","0.21","1.04","0.23","0.033","0.27","84","5.9","430","3.9","7.8","23","32.3"
"Mirs Bay","MM1","1997-01-17","1","Surface Water","2.7","1.6","0.07","1.52","0.084","0.007","0.11","122","9.3","18","0.9","8.4","19.1","31.8"
"Mirs Bay","MM1","1997-01-17","1","Middle Water","2.1","1.1","0.14","0.84","0.094","0.022","0.11","141","10.9","13","0.4","8.4","18.7","31.9"
"Mirs Bay","MM1","1997-01-17","1","Bottom Water","1.4","1.5","0.13","0.76","0.07","0.017","0.08","120","9.3","24","0.7","8.3","18.1","31.7"
"Mirs Bay","MM1","1997-03-14","1","Surface Water","3.4","2.4","0.15","0.46","0.098","0.008","0.12","132","9.3","490","2.9","8.5","23.6","31.4"
"Mirs Bay","MM1","1997-03-14","1","Middle Water","1.3","1.4","0.12","0.26","0.088","0.014","0.1","131","9.4","150","2.9","8.5","22.7","31.4"
"Mirs Bay","MM1","1997-03-14","1","Bottom Water","1.9","2.6","0.1","0.29","0.072","0.015","0.09","106","7.8","120","2.7","8.4","21.3","31.6"
"Mirs Bay","MM1","1997-05-21","1","Surface Water","2.4","5.4","0.05","1.1","0.032","0.009","0.04","105","7.1","2000","4.6","8.1","26.3","30.3"
"Mirs Bay","MM1","1997-05-21","1","Middle Water","2.3","6.2","0.05","0.9","0.056","0.007","0.06","107","7.3","2200","4.6","8.1","26.3","30.3"
"Mirs Bay","MM1","1997-05-21","1","Bottom Water","2.3","1.6","0.06","0.9","0.014","0.007","0.02","107","7.3","1000","4.6","8.2","26.3","30.3"
"Mirs Bay","MM1","1997-07-04","1","Surface Water","1.7","10","0.1","1.02","0.38","0.06","0.62","109","7.6","16000","3.1","8.3","27.4","23.8"
"Mirs Bay","MM1","1997-07-04","1","Middle Water","1","4.2","0.05","0.9","0.1","0.021","0.16","93","6.4","1500","2.2","8.4","24.4","33"
"Mirs Bay","MM1","1997-07-04","1","Bottom Water","0.6","5.9","0.05","0.81","0.1","0.018","0.13","59","4.1","180","2.5","8.3","22.9","33.9"
"Mirs Bay","MM1","1997-09-25","1","Surface Water","2.6","4.7","0.09","0.78","0.1","0.015","0.14","108","7.3","830","18","8.2","27.1","27.8"
"Mirs Bay","MM1","1997-09-25","1","Middle Water","1.4","6.3","0.08","0.7","0.12","0.019","0.15","92","6.3","1300","2.5","8.3","26.7","27.7"
"Mirs Bay","MM1","1997-09-25","1","Bottom Water","0.6","25","0.08","0.73","0.16","0.029","0.18","67","4.5","100","2.4","8.2","27","28.4"
"Mirs Bay","MM1","1997-11-24","1","Surface Water","1.6","2.8","0.06","1.42","0.14","0.027","0.16","89","6.3","2300","3.8","8.1","23","31.6"
"Mirs Bay","MM1","1997-11-24","1","Middle Water","1.2","2.9","0.05","1.22","0.13","0.031","0.15","88","6.3","2400","4","8.2","23","31.7"
"Mirs Bay","MM1","1997-11-24","1","Bottom Water","1.3","2.7","0.06","1.22","0.13","0.031","0.15","86","6.1","4400","19.9","8.1","23","31.7"
"Mirs Bay","MM1","1998-01-16","1","Surface Water","0.7","4","0.06","1.23","0.21","0.025","0.24","87","6.6","570","9.8","8.2","19","32.5"
"Mirs Bay","MM1","1998-01-16","1","Middle Water","0.8","3.9","0.06","1.23","0.19","0.027","0.22","86","6.5","780","9.9","8.2","19.1","32.8"
"Mirs Bay","MM1","1998-01-16","1","Bottom Water","0.9","4.4","0.06","1.02","0.2","0.029","0.22","87","6.5","610","10.6","8.2","19.6","33.1"
"Mirs Bay","MM1","1998-03-27","1","Surface Water","0.7","1.8","0.07","1.47","0.31","0.044","0.38","96","7.1","44","3.4","8","21.2","31.1"
"Mirs Bay","MM1","1998-03-27","1","Middle Water","0.4","1.8","0.05","1.24","0.19","0.044","0.23","96","7.4","42","3.2","8.1","19.2","31.7"
"Mirs Bay","MM1","1998-03-27","1","Bottom Water","0.5","2","0.04","1.32","0.14","0.018","0.16","92","7.1","17","4.4","8.1","18.3","31.9"
"Mirs Bay","MM1","1998-05-18","1","Surface Water","6.2","17","0.11","1.3","0.051","0.006","0.06","109","7.1","600","4.1","8.1","28.7","29.3"
"Mirs Bay","MM1","1998-05-18","1","Middle Water","3.4","5","0.08","1.1","0.039","0.009","0.04","126","8.3","580","4.2","8.1","28.5","29.6"
"Mirs Bay","MM1","1998-05-18","1","Bottom Water","0.8","6","0.05","0.99","0.076","0.022","0.08","92","6.1","50","17.4","8.1","28","30"
"Mirs Bay","MM1","1998-07-29","1","Surface Water","4.1","4.2","0.07","0.89","0.084","0.02","0.09","141","8.9","9","5","8","30","31.6"
"Mirs Bay","MM1","1998-07-29","1","Middle Water","3.2","4.6","0.08","0.75","0.023","0.016","0.03","149","9.8","9","4.6","8.1","27.8","32.2"
"Mirs Bay","MM1","1998-07-29","1","Bottom Water","3.2","4.6","0.12","0.62","0.011","0.01","0.02","114","7.9","7","4.8","8.1","23.9","34.2"
"Mirs Bay","MM1","1998-09-23","1","Surface Water","1.3","1.1","0.03","0.74","0.021","0.006","0.03","118","5.3","4","2.3","8.2","29.1","30.4"
"Mirs Bay","MM1","1998-09-23","1","Middle Water","1.5","4.4","0.04","0.84","0.039","0.012","0.04","119","5.4","51","2","8.2","29.2","30.4"
"Mirs Bay","MM1","1998-09-23","1","Bottom Water","1.4","1.6","0.03","0.84","0.037","0.008","0.04","82","3.7","93","3.4","8.2","28.3","31.4"
"Mirs Bay","MM1","1998-11-02","1","Surface Water","2.5","2.8","0.06","1.01","0.2","0.025","0.21","159","7.6","7100","3","8.2","25.5","31.1"
"Mirs Bay","MM1","1998-11-02","1","Middle Water","2","2.6","0.06","0.84","0.15","0.022","0.16","116","5.5","1700","3.2","8.2","25.6","31.3"
"Mirs Bay","MM1","1998-11-02","1","Bottom Water","2.1","2.6","0.06","0.8","0.13","0.02","0.14","116","5.5","480","3","8.2","25.6","31.4"
"Mirs Bay","MM1","1999-01-08","1","Surface Water","2.8","2.5","0.04","0.59","0.099","0.003","0.11","108","8.5","160","3.4","8.4","18.1","30.7"
"Mirs Bay","MM1","1999-01-08","1","Middle Water","2.9","3","0.04","0.57","0.12","0.01","0.13","116","9.1","360","3.3","8.4","18","30.7"
"Mirs Bay","MM1","1999-01-08","1","Bottom Water","1.3","4.8","0.04","0.45","0.14","0.011","0.15","112","8.8","4000","4.6","8.4","17.9","30.7"
"Mirs Bay","MM1","1999-03-03","1","Surface Water","3.1","2.5","0.05","0.44","0.16","0.007","0.2","114","8.2","11","3.2","8.4","22.5","31.5"
"Mirs Bay","MM1","1999-03-03","1","Middle Water","3","2.8","0.04","0.49","0.17","0.028","0.2","115","8.6","32","3.9","8.4","20.1","31.9"
"Mirs Bay","MM1","1999-03-03","1","Bottom Water","1.9","3.4","0.02","0.33","0.072","0.017","0.08","93","7","140","3.5","8.4","19.5","32.2"
"Mirs Bay","MM1","1999-05-14","1","Surface Water","3.5","6","0.03","0.43","<0.005","0.005","0.01","157","10.4","13","4.6","8.7","27","31.8"
"Mirs Bay","MM1","1999-05-14","1","Middle Water","4.4","4.6","0.04","0.45","<0.005","0.01","0.01","176","11.8","36","4.9","8.7","26.3","32"
"Mirs Bay","MM1","1999-05-14","1","Bottom Water","2.7","9.2","0.06","0.56","<0.005","0.015","0.01","171","11.8","57","5.8","8.3","24.1","32.9"
"Mirs Bay","MM1","1999-06-03","1","Surface Water","2.5","4.3","0.04","0.44","0.012","<0.002","0.03","155","9.7","3","6.7","8.3","30.3","32.1"
"Mirs Bay","MM1","1999-06-03","1","Bottom Water","0.9","5.9","<0.02","0.3","<0.005","0.012","0.02","106","7","5","9","8.2","27.7","32.5"
"Mirs Bay","MM1","1999-07-21","1","Surface Water","2.5","1","0.02","0.24","<0.005","0.002","0.01","109","6.9","<1","8.9","8.3","29.3","33"
"Mirs Bay","MM1","1999-07-21","1","Middle Water","2.4","<0.5","0.02","0.36","<0.005","0.004","0.01","108","6.9","1","8.7","8.3","28.7","32.7"
"Mirs Bay","MM1","1999-07-21","1","Bottom Water","1.8","1.2","0.03","0.34","<0.005","0.01","0.01","81","5.6","14","12.1","7.9","24.3","34"
"Mirs Bay","MM1","1999-08-11","1","Surface Water","2.8","5.8","0.07","0.47","0.044","0.01","0.05","108","6.9","66","7.1","8.7","30.4","29.1"
"Mirs Bay","MM1","1999-08-11","1","Middle Water","1.4","3.8","0.04","0.52","0.1","0.018","0.12","85","5.4","60","6.3","8.6","30.2","29.5"
"Mirs Bay","MM1","1999-08-11","1","Bottom Water","0.4","2.2","0.05","0.57","0.16","0.038","0.21","20","1.3","11","6.7","8.4","28.9","30.8"
"Mirs Bay","MM1","1999-09-29","1","Surface Water","0.6","4.4","0.04","0.4","0.14","0.025","0.22","62","4.2","160","7.6","8.3","26.8","28.2"
"Mirs Bay","MM1","1999-09-29","1","Middle Water","0.4","12","0.04","0.3","0.091","0.022","0.17","59","4","130","9.1","8.3","26.3","30.2"
"Mirs Bay","MM1","1999-09-29","1","Bottom Water","0.3","6.6","0.03","0.29","0.094","0.014","0.17","66","4.5","68","9.1","8.3","26.2","30.3"
"Mirs Bay","MM1","1999-10-13","1","Surface Water","0.5","3.1","0.03","0.25","0.021","0.008","0.03","133","8.6","100","5.3","8.2","29.1","30.5"
"Mirs Bay","MM1","1999-10-13","1","Middle Water","0.3","13","0.05","0.25","0.034","0.016","0.05","143","9.3","76","5.2","8.1","28.5","30.6"
"Mirs Bay","MM1","1999-10-13","1","Bottom Water","0.6","8","0.04","0.24","0.024","0.013","0.03","133","8.7","66","6.8","8","28","30.8"
"Mirs Bay","MM1","1999-11-19","1","Surface Water","1.3","2.8","0.05","0.45","0.21","0.022","0.25","77","5.4","44","5.5","8","23.6","31.2"
"Mirs Bay","MM1","1999-11-19","1","Middle Water","0.9","3.5","0.04","0.26","0.14","0.01","0.16","89","6.3","96","6.2","8","23.5","31.4"
"Mirs Bay","MM1","1999-11-19","1","Bottom Water","0.7","4.8","0.04","0.22","0.12","0.017","0.14","89","6.3","61","7.7","8","23.6","31.6"
"Mirs Bay","MM1","1999-12-10","1","Surface Water","1.1","2.6","0.06","0.63","0.35","0.036","0.41","74","5.7","92","6.1","7.8","19.3","31.3"
"Mirs Bay","MM1","1999-12-10","1","Middle Water","0.9","2.5","0.06","0.63","0.33","0.025","0.39","77","5.9","150","6.1","7.8","18.9","31.3"
"Mirs Bay","MM1","1999-12-10","1","Bottom Water","0.7","3.3","0.05","0.55","0.3","0.031","0.35","83","6.4","100","6.4","7.7","19","31.4"
